0.101862899024  0.0791139240506
0.265980439559  0.316455696203
0.657105754604  0.712025316456
1.48026912674  1.50316455696
3.04064649347  3.00632911392
5.2898930761  4.90506329114
8.54798452884  6.88291139241
14.5991865247  9.01898734177
26.8446481096  10.7594936709
58.2815458123  12.4208860759
95.9320947794  13.6867088608
146.667086634  14.9525316456
197.05578015  16.5348101266
250.494154217  18.1170886076
306.883789192  19.9367088608
362.341632332  21.2816455696
419.997294672  22.2310126582
452.179241737  22.6265822785
514.544387839  22.8639240506
717.317494447  22.8639240506
1159.1196186  22.8639240506
