  Time(s)     Water surface(m)
0.00000E+00    -1.19000E-05
5.00000E-02    -1.89122E-06
1.00000E-01	7.39304E-06
1.50000E-01	1.57000E-05
2.00000E-01	2.28000E-05
2.50000E-01	2.87000E-05
3.00000E-01	3.32000E-05
3.50000E-01	3.64000E-05
4.00000E-01	3.84000E-05
4.50000E-01	3.93000E-05
5.00000E-01	3.93000E-05
5.50000E-01	3.84000E-05
6.00000E-01	3.71000E-05
6.50000E-01	3.54000E-05
7.00000E-01	3.35000E-05
7.50000E-01	3.17000E-05
8.00000E-01	3.01000E-05
8.50000E-01	2.87000E-05
9.00000E-01	2.77000E-05
9.50000E-01	2.70000E-05
1.00000E+00	2.68000E-05
1.05000E+00	2.69000E-05
1.10000E+00	2.73000E-05
1.15000E+00	2.81000E-05
1.20000E+00	2.90000E-05
1.25000E+00	3.02000E-05
1.30000E+00	3.15000E-05
1.35000E+00	3.29000E-05
1.40000E+00	3.44000E-05
1.45000E+00	3.60000E-05
1.50000E+00	3.77000E-05
1.55000E+00	3.95000E-05
1.60000E+00	4.14000E-05
1.65000E+00	4.35000E-05
1.70000E+00	4.56000E-05
1.75000E+00	4.77000E-05
1.80000E+00	4.98000E-05
1.85000E+00	5.18000E-05
1.90000E+00	5.36000E-05
1.95000E+00	5.49000E-05
2.00000E+00	5.57000E-05
2.05000E+00	5.56000E-05
2.10000E+00	5.45000E-05
2.15000E+00	5.21000E-05
2.20000E+00	4.83000E-05
2.25000E+00	4.28000E-05
2.30000E+00	3.55000E-05
2.35000E+00	2.62000E-05
2.40000E+00	1.49000E-05
2.45000E+00	1.54268E-06
2.50000E+00	-1.37000E-05
2.55000E+00	-3.09000E-05
2.60000E+00	-4.97000E-05
2.65000E+00	-7.00000E-05
2.70000E+00	-9.16000E-05
2.75000E+00	-1.14000E-04
2.80000E+00	-1.37200E-04
2.85000E+00	-1.60700E-04
2.90000E+00	-1.84500E-04
2.95000E+00	-2.08200E-04
3.00000E+00	-2.31800E-04
3.05000E+00	-2.55200E-04
3.10000E+00	-2.78400E-04
3.15000E+00	-3.01600E-04
3.20000E+00	-3.24900E-04
3.25000E+00	-3.48700E-04
3.30000E+00	-3.73400E-04
3.35000E+00	-3.99200E-04
3.40000E+00	-4.26700E-04
3.45000E+00	-4.56300E-04
3.50000E+00	-4.88500E-04
3.55000E+00	-5.23800E-04
3.60000E+00	-5.62400E-04
3.65000E+00	-6.04900E-04
3.70000E+00	-6.51300E-04
3.75000E+00	-7.01800E-04
3.80000E+00	-7.56300E-04
3.85000E+00	-8.14800E-04
3.90000E+00	-8.77100E-04
3.95000E+00	-9.42600E-04
4.00000E+00	-1.01100E-03
4.05000E+00	-1.08170E-03
4.10000E+00	-1.15400E-03
4.15000E+00	-1.22720E-03
4.20000E+00	-1.30050E-03
4.25000E+00	-1.37330E-03
